household_id,month,household_size,region,income_group,ev_adoption_month,ev_cohort,post_adoption,months_since_adoption,avg_temperature_c,electricity_kwh
H084,2023-06-01,4,Gyeonggi,High,,,0,,19.07,375.16
H085,2023-06-01,5,Seoul,High,2023-03-01,2023Q1,1,3,19.07,387.91
H086,2023-06-01,4,Gyeonggi,Low,2022-08-01,2022Q3,1,10,19.07,401.29
H087,2023-06-01,2,Daegu,Low,,,0,,19.07,290.0
H088,2023-06-01,3,Seoul,High,2024-02-01,2024Q1,0,-8,19.07,290.54
H089,2023-06-01,4,Seoul,High,2022-04-01,2022Q2,1,14,19.07,439.26
H090,2023-06-01,1,Seoul,Middle,2024-05-01,2024Q2,0,-11,19.07,229.0
H091,2023-06-01,4,Gyeonggi,Middle,,,0,,19.07,345.02
H092,2023-06-01,2,Busan,Low,2023-10-01,2023Q4,0,-4,19.07,194.91
H093,2023-06-01,3,Daegu,Middle,,,0,,19.07,314.61
H094,2023-06-01,3,Seoul,Middle,2024-10-01,2024Q4,0,-16,19.07,262.66
H095,2023-06-01,4,Seoul,Middle,,,0,,19.07,306.47
H096,2023-06-01,2,Daegu,High,2023-11-01,2023Q4,0,-5,19.07,288.02
H097,2023-06-01,4,Daegu,Middle,,,0,,19.07,283.88
H098,2023-06-01,2,Daegu,Middle,,,0,,19.07,273.19
H099,2023-06-01,3,Busan,High,,,0,,19.07,320.26
H100,2023-06-01,2,Daegu,Middle,,,0,,19.07,224.74
H101,2023-06-01,2,Daegu,High,,,0,,19.07,301.94
H102,2023-06-01,2,Busan,Middle,,,0,,19.07,265.62
H103,2023-06-01,2,Gyeonggi,Middle,,,0,,19.07,223.79
H104,2023-06-01,3,Daegu,Middle,2023-04-01,2023Q2,1,2,19.07,349.92
H105,2023-06-01,3,Gyeonggi,Middle,,,0,,19.07,265.02
H106,2023-06-01,3,Busan,Middle,,,0,,19.07,277.51
H107,2023-06-01,2,Gyeonggi,Low,,,0,,19.07,225.62
H108,2023-06-01,4,Gyeonggi,Low,,,0,,19.07,274.92
H109,2023-06-01,2,Busan,High,2023-01-01,2023Q1,1,5,19.07,348.88
H110,2023-06-01,4,Gyeonggi,Low,,,0,,19.07,306.66
H111,2023-06-01,3,Gyeonggi,Middle,2023-08-01,2023Q3,0,-2,19.07,280.83
H112,2023-06-01,3,Busan,Low,2023-02-01,2023Q1,1,4,19.07,367.3
H113,2023-06-01,4,Daegu,Middle,2024-05-01,2024Q2,0,-11,19.07,311.27
H114,2023-06-01,1,Gyeonggi,Low,,,0,,19.07,239.89
H115,2023-06-01,3,Gyeonggi,High,2024-07-01,2024Q3,0,-13,19.07,305.53
H116,2023-06-01,2,Seoul,Middle,,,0,,19.07,296.0
H117,2023-06-01,5,Gyeonggi,Middle,2024-02-01,2024Q1,0,-8,19.07,356.6
H118,2023-06-01,2,Daegu,Middle,,,0,,19.07,246.47
H119,2023-06-01,2,Gyeonggi,Low,2022-05-01,2022Q2,1,13,19.07,268.87
H120,2023-06-01,4,Gyeonggi,Middle,,,0,,19.07,368.23
H001,2023-07-01,3,Seoul,Middle,2024-09-01,2024Q3,0,-14,22.31,305.97
H002,2023-07-01,1,Daegu,Low,2022-09-01,2022Q3,1,10,22.31,282.82
H003,2023-07-01,3,Gyeonggi,Middle,,,0,,22.31,328.05
H004,2023-07-01,2,Seoul,High,2023-06-01,2023Q2,1,1,22.31,347.39
H005,2023-07-01,2,Gyeonggi,High,2023-10-01,2023Q4,0,-3,22.31,284.21
H006,2023-07-01,2,Seoul,Middle,,,0,,22.31,263.0
H007,2023-07-01,5,Daegu,Low,,,0,,22.31,325.61
H008,2023-07-01,2,Gyeonggi,Middle,2022-05-01,2022Q2,1,14,22.31,387.32
H009,2023-07-01,5,Gyeonggi,High,,,0,,22.31,346.47
H010,2023-07-01,2,Busan,Low,2024-11-01,2024Q4,0,-16,22.31,246.04
H011,2023-07-01,1,Gyeonggi,Middle,2024-12-01,2024Q4,0,-17,22.31,253.18
H012,2023-07-01,3,Busan,High,,,0,,22.31,335.79
H013,2023-07-01,2,Seoul,High,,,0,,22.31,314.42
H014,2023-07-01,3,Busan,Low,,,0,,22.31,254.12
H015,2023-07-01,4,Daegu,Low,,,0,,22.31,337.96
H016,2023-07-01,4,Daegu,High,2022-03-01,2022Q1,1,16,22.31,452.39
H017,2023-07-01,3,Seoul,High,2024-07-01,2024Q3,0,-12,22.31,344.74
H018,2023-07-01,3,Daegu,Middle,,,0,,22.31,296.45
H019,2023-07-01,3,Seoul,Middle,,,0,,22.31,365.18
H020,2023-07-01,4,Busan,Low,,,0,,22.31,393.68
H021,2023-07-01,3,Busan,High,2024-05-01,2024Q2,0,-10,22.31,321.41
H022,2023-07-01,4,Gyeonggi,Low,,,0,,22.31,318.02
H023,2023-07-01,3,Seoul,Middle,2023-04-01,2023Q2,1,3,22.31,358.84
H024,2023-07-01,1,Seoul,Low,,,0,,22.31,242.14
H025,2023-07-01,1,Gyeonggi,Low,2024-07-01,2024Q3,0,-12,22.31,220.55
H026,2023-07-01,5,Gyeonggi,Middle,2024-11-01,2024Q4,0,-16,22.31,425.05
H027,2023-07-01,2,Daegu,Low,,,0,,22.31,245.23
H028,2023-07-01,2,Gyeonggi,Low,,,0,,22.31,291.93
H029,2023-07-01,1,Seoul,High,2024-08-01,2024Q3,0,-13,22.31,278.24
H030,2023-07-01,2,Gyeonggi,Middle,,,0,,22.31,260.8
H031,2023-07-01,3,Gyeonggi,High,2023-06-01,2023Q2,1,1,22.31,418.63
H032,2023-07-01,3,Daegu,High,2024-11-01,2024Q4,0,-16,22.31,312.38
H033,2023-07-01,1,Daegu,Middle,2024-08-01,2024Q3,0,-13,22.31,257.59
H034,2023-07-01,1,Gyeonggi,Low,2022-08-01,2022Q3,1,11,22.31,310.73
H035,2023-07-01,4,Seoul,Low,,,0,,22.31,387.88
H036,2023-07-01,5,Gyeonggi,Low,,,0,,22.31,336.9
H037,2023-07-01,2,Daegu,High,2023-05-01,2023Q2,1,2,22.31,364.62
H038,2023-07-01,3,Daegu,Low,2022-10-01,2022Q4,1,9,22.31,406.29
H039,2023-07-01,4,Seoul,Middle,,,0,,22.31,399.25
H040,2023-07-01,4,Gyeonggi,Low,,,0,,22.31,323.65
H041,2023-07-01,4,Seoul,Middle,2024-04-01,2024Q2,0,-9,22.31,346.07
H042,2023-07-01,3,Seoul,Middle,2024-10-01,2024Q4,0,-15,22.31,294.0
H043,2023-07-01,3,Busan,Low,2024-11-01,2024Q4,0,-16,22.31,313.05
H044,2023-07-01,2,Busan,High,,,0,,22.31,278.21
H045,2023-07-01,1,Seoul,Low,,,0,,22.31,289.11
H046,2023-07-01,4,Gyeonggi,Middle,2024-12-01,2024Q4,0,-17,22.31,395.01
H047,2023-07-01,2,Seoul,Middle,2022-05-01,2022Q2,1,14,22.31,303.45
H048,2023-07-01,1,Seoul,Middle,2023-10-01,2023Q4,0,-3,22.31,229.42
H049,2023-07-01,2,Busan,Low,,,0,,22.31,233.95
H050,2023-07-01,4,Seoul,Low,,,0,,22.31,313.61
H051,2023-07-01,2,Seoul,Middle,2023-09-01,2023Q3,0,-2,22.31,280.64
H052,2023-07-01,4,Seoul,Low,,,0,,22.31,333.26
H053,2023-07-01,3,Gyeonggi,Middle,2022-01-01,2022Q1,1,18,22.31,445.03
H054,2023-07-01,2,Seoul,High,2022-11-01,2022Q4,1,8,22.31,369.13
H055,2023-07-01,1,Daegu,High,2022-03-01,2022Q1,1,16,22.31,379.73
H056,2023-07-01,4,Seoul,Low,,,0,,22.31,256.53
H057,2023-07-01,4,Daegu,High,2024-02-01,2024Q1,0,-7,22.31,354.56
H058,2023-07-01,2,Seoul,High,2023-06-01,2023Q2,1,1,22.31,339.2
H059,2023-07-01,2,Gyeonggi,Low,2022-05-01,2022Q2,1,14,22.31,389.12
H060,2023-07-01,2,Daegu,Middle,,,0,,22.31,262.49
H061,2023-07-01,2,Seoul,Low,,,0,,22.31,290.37
H062,2023-07-01,2,Seoul,Middle,2023-07-01,2023Q3,1,0,22.31,380.13
H063,2023-07-01,3,Seoul,Middle,,,0,,22.31,304.57
H064,2023-07-01,1,Gyeonggi,Middle,2024-06-01,2024Q2,0,-11,22.31,253.97
H065,2023-07-01,3,Seoul,Middle,2023-12-01,2023Q4,0,-5,22.31,314.79
H066,2023-07-01,2,Gyeonggi,Low,,,0,,22.31,288.83
H067,2023-07-01,2,Gyeonggi,Middle,2023-04-01,2023Q2,1,3,22.31,391.55
H068,2023-07-01,3,Busan,Middle,,,0,,22.31,325.22
H069,2023-07-01,2,Daegu,High,,,0,,22.31,314.89
H070,2023-07-01,2,Busan,Low,,,0,,22.31,270.81
H071,2023-07-01,2,Busan,Low,2023-10-01,2023Q4,0,-3,22.31,287.67
H072,2023-07-01,4,Seoul,Middle,,,0,,22.31,331.74
H073,2023-07-01,3,Daegu,Middle,2022-07-01,2022Q3,1,12,22.31,418.41
H074,2023-07-01,2,Daegu,Low,2022-08-01,2022Q3,1,11,22.31,418.07
H075,2023-07-01,1,Daegu,Middle,,,0,,22.31,200.49
H076,2023-07-01,4,Daegu,High,,,0,,22.31,309.77
H077,2023-07-01,4,Daegu,Middle,2024-08-01,2024Q3,0,-13,22.31,345.5
H078,2023-07-01,3,Busan,Middle,,,0,,22.31,236.98
H079,2023-07-01,2,Busan,Middle,2024-03-01,2024Q1,0,-8,22.31,302.26
H080,2023-07-01,4,Seoul,Middle,2023-07-01,2023Q3,1,0,22.31,415.2
H081,2023-07-01,1,Daegu,Middle,2024-07-01,2024Q3,0,-12,22.31,255.57
H082,2023-07-01,3,Busan,Low,2023-09-01,2023Q3,0,-2,22.31,240.14
H083,2023-07-01,4,Gyeonggi,Middle,2024-11-01,2024Q4,0,-16,22.31,328.65
H084,2023-07-01,4,Gyeonggi,High,,,0,,22.31,369.12
H085,2023-07-01,5,Seoul,High,2023-03-01,2023Q1,1,4,22.31,438.95
H086,2023-07-01,4,Gyeonggi,Low,2022-08-01,2022Q3,1,11,22.31,428.47
H087,2023-07-01,2,Daegu,Low,,,0,,22.31,254.23
H088,2023-07-01,3,Seoul,High,2024-02-01,2024Q1,0,-7,22.31,327.25
H089,2023-07-01,4,Seoul,High,2022-04-01,2022Q2,1,15,22.31,451.97
H090,2023-07-01,1,Seoul,Middle,2024-05-01,2024Q2,0,-10,22.31,251.91
H091,2023-07-01,4,Gyeonggi,Middle,,,0,,22.31,357.49
H092,2023-07-01,2,Busan,Low,2023-10-01,2023Q4,0,-3,22.31,258.96
H093,2023-07-01,3,Daegu,Middle,,,0,,22.31,279.78
H094,2023-07-01,3,Seoul,Middle,2024-10-01,2024Q4,0,-15,22.31,301.39
H095,2023-07-01,4,Seoul,Middle,,,0,,22.31,313.11
H096,2023-07-01,2,Daegu,High,2023-11-01,2023Q4,0,-4,22.31,266.66
H097,2023-07-01,4,Daegu,Middle,,,0,,22.31,312.56
H098,2023-07-01,2,Daegu,Middle,,,0,,22.31,226.05
H099,2023-07-01,3,Busan,High,,,0,,22.31,314.95
H100,2023-07-01,2,Daegu,Middle,,,0,,22.31,235.45
H101,2023-07-01,2,Daegu,High,,,0,,22.31,309.89
H102,2023-07-01,2,Busan,Middle,,,0,,22.31,279.17
H103,2023-07-01,2,Gyeonggi,Middle,,,0,,22.31,268.05
H104,2023-07-01,3,Daegu,Middle,2023-04-01,2023Q2,1,3,22.31,382.32
H105,2023-07-01,3,Gyeonggi,Middle,,,0,,22.31,286.59
H106,2023-07-01,3,Busan,Middle,,,0,,22.31,316.1
H107,2023-07-01,2,Gyeonggi,Low,,,0,,22.31,268.18
H108,2023-07-01,4,Gyeonggi,Low,,,0,,22.31,341.09
H109,2023-07-01,2,Busan,High,2023-01-01,2023Q1,1,6,22.31,417.0
H110,2023-07-01,4,Gyeonggi,Low,,,0,,22.31,331.29
H111,2023-07-01,3,Gyeonggi,Middle,2023-08-01,2023Q3,0,-1,22.31,361.18
H112,2023-07-01,3,Busan,Low,2023-02-01,2023Q1,1,5,22.31,372.7
H113,2023-07-01,4,Daegu,Middle,2024-05-01,2024Q2,0,-10,22.31,293.04
H114,2023-07-01,1,Gyeonggi,Low,,,0,,22.31,257.6
H115,2023-07-01,3,Gyeonggi,High,2024-07-01,2024Q3,0,-12,22.31,318.4
H116,2023-07-01,2,Seoul,Middle,,,0,,22.31,308.71
H117,2023-07-01,5,Gyeonggi,Middle,2024-02-01,2024Q1,0,-7,22.31,381.55
H118,2023-07-01,2,Daegu,Middle,,,0,,22.31,286.45
H119,2023-07-01,2,Gyeonggi,Low,2022-05-01,2022Q2,1,14,22.31,370.87
H120,2023-07-01,4,Gyeonggi,Middle,,,0,,22.31,384.87
H001,2023-08-01,3,Seoul,Middle,2024-09-01,2024Q3,0,-13,24.82,367.44
H002,2023-08-01,1,Daegu,Low,2022-09-01,2022Q3,1,11,24.82,371.23
H003,2023-08-01,3,Gyeonggi,Middle,,,0,,24.82,290.68
H004,2023-08-01,2,Seoul,High,2023-06-01,2023Q2,1,2,24.82,375.04
H005,2023-08-01,2,Gyeonggi,High,2023-10-01,2023Q4,0,-2,24.82,307.32
H006,2023-08-01,2,Seoul,Middle,,,0,,24.82,314.34
H007,2023-08-01,5,Daegu,Low,,,0,,24.82,366.98
H008,2023-08-01,2,Gyeonggi,Middle,2022-05-01,2022Q2,1,15,24.82,432.55
H009,2023-08-01,5,Gyeonggi,High,,,0,,24.82,345.12
H010,2023-08-01,2,Busan,Low,2024-11-01,2024Q4,0,-15,24.82,258.43
H011,2023-08-01,1,Gyeonggi,Middle,2024-12-01,2024Q4,0,-16,24.82,307.94
H012,2023-08-01,3,Busan,High,,,0,,24.82,359.38
H013,2023-08-01,2,Seoul,High,,,0,,24.82,342.02
H014,2023-08-01,3,Busan,Low,,,0,,24.82,324.92
H015,2023-08-01,4,Daegu,Low,,,0,,24.82,351.98
H016,2023-08-01,4,Daegu,High,2022-03-01,2022Q1,1,17,24.82,449.37
H017,2023-08-01,3,Seoul,High,2024-07-01,2024Q3,0,-11,24.82,364.95
H018,2023-08-01,3,Daegu,Middle,,,0,,24.82,326.23
H019,2023-08-01,3,Seoul,Middle,,,0,,24.82,402.94
H020,2023-08-01,4,Busan,Low,,,0,,24.82,360.81
H021,2023-08-01,3,Busan,High,2024-05-01,2024Q2,0,-9,24.82,339.32
H022,2023-08-01,4,Gyeonggi,Low,,,0,,24.82,278.01
H023,2023-08-01,3,Seoul,Middle,2023-04-01,2023Q2,1,4,24.82,380.07
H024,2023-08-01,1,Seoul,Low,,,0,,24.82,267.19
H025,2023-08-01,1,Gyeonggi,Low,2024-07-01,2024Q3,0,-11,24.82,227.64
H026,2023-08-01,5,Gyeonggi,Middle,2024-11-01,2024Q4,0,-15,24.82,368.85
H027,2023-08-01,2,Daegu,Low,,,0,,24.82,322.71
H028,2023-08-01,2,Gyeonggi,Low,,,0,,24.82,349.72
H029,2023-08-01,1,Seoul,High,2024-08-01,2024Q3,0,-12,24.82,268.25
H030,2023-08-01,2,Gyeonggi,Middle,,,0,,24.82,297.39
H031,2023-08-01,3,Gyeonggi,High,2023-06-01,2023Q2,1,2,24.82,417.69
H032,2023-08-01,3,Daegu,High,2024-11-01,2024Q4,0,-15,24.82,363.78
H033,2023-08-01,1,Daegu,Middle,2024-08-01,2024Q3,0,-12,24.82,276.53
H034,2023-08-01,1,Gyeonggi,Low,2022-08-01,2022Q3,1,12,24.82,360.2
H035,2023-08-01,4,Seoul,Low,,,0,,24.82,363.92
H036,2023-08-01,5,Gyeonggi,Low,,,0,,24.82,407.19
H037,2023-08-01,2,Daegu,High,2023-05-01,2023Q2,1,3,24.82,384.19
H038,2023-08-01,3,Daegu,Low,2022-10-01,2022Q4,1,10,24.82,448.47
H039,2023-08-01,4,Seoul,Middle,,,0,,24.82,408.03
H040,2023-08-01,4,Gyeonggi,Low,,,0,,24.82,342.14
H041,2023-08-01,4,Seoul,Middle,2024-04-01,2024Q2,0,-8,24.82,359.87
H042,2023-08-01,3,Seoul,Middle,2024-10-01,2024Q4,0,-14,24.82,318.0
H043,2023-08-01,3,Busan,Low,2024-11-01,2024Q4,0,-15,24.82,298.79
H044,2023-08-01,2,Busan,High,,,0,,24.82,309.64
H045,2023-08-01,1,Seoul,Low,,,0,,24.82,263.87
H046,2023-08-01,4,Gyeonggi,Middle,2024-12-01,2024Q4,0,-16,24.82,375.01
H047,2023-08-01,2,Seoul,Middle,2022-05-01,2022Q2,1,15,24.82,327.76
H048,2023-08-01,1,Seoul,Middle,2023-10-01,2023Q4,0,-2,24.82,235.51
H049,2023-08-01,2,Busan,Low,,,0,,24.82,269.91
H050,2023-08-01,4,Seoul,Low,,,0,,24.82,335.94
H051,2023-08-01,2,Seoul,Middle,2023-09-01,2023Q3,0,-1,24.82,366.18
H052,2023-08-01,4,Seoul,Low,,,0,,24.82,357.03
H053,2023-08-01,3,Gyeonggi,Middle,2022-01-01,2022Q1,1,19,24.82,439.36
H054,2023-08-01,2,Seoul,High,2022-11-01,2022Q4,1,9,24.82,417.01
H055,2023-08-01,1,Daegu,High,2022-03-01,2022Q1,1,17,24.82,361.48
H056,2023-08-01,4,Seoul,Low,,,0,,24.82,269.31
H057,2023-08-01,4,Daegu,High,2024-02-01,2024Q1,0,-6,24.82,373.65
H058,2023-08-01,2,Seoul,High,2023-06-01,2023Q2,1,2,24.82,380.65
H059,2023-08-01,2,Gyeonggi,Low,2022-05-01,2022Q2,1,15,24.82,341.65
H060,2023-08-01,2,Daegu,Middle,,,0,,24.82,277.26
H061,2023-08-01,2,Seoul,Low,,,0,,24.82,286.02
H062,2023-08-01,2,Seoul,Middle,2023-07-01,2023Q3,1,1,24.82,355.86
H063,2023-08-01,3,Seoul,Middle,,,0,,24.82,304.22
H064,2023-08-01,1,Gyeonggi,Middle,2024-06-01,2024Q2,0,-10,24.82,256.72
H065,2023-08-01,3,Seoul,Middle,2023-12-01,2023Q4,0,-4,24.82,311.82
H066,2023-08-01,2,Gyeonggi,Low,,,0,,24.82,308.22
H067,2023-08-01,2,Gyeonggi,Middle,2023-04-01,2023Q2,1,4,24.82,378.05
H068,2023-08-01,3,Busan,Middle,,,0,,24.82,332.95
H069,2023-08-01,2,Daegu,High,,,0,,24.82,359.58
H070,2023-08-01,2,Busan,Low,,,0,,24.82,259.05
H071,2023-08-01,2,Busan,Low,2023-10-01,2023Q4,0,-2,24.82,270.16
H072,2023-08-01,4,Seoul,Middle,,,0,,24.82,360.17
H073,2023-08-01,3,Daegu,Middle,2022-07-01,2022Q3,1,13,24.82,375.95
H074,2023-08-01,2,Daegu,Low,2022-08-01,2022Q3,1,12,24.82,390.34
H075,2023-08-01,1,Daegu,Middle,,,0,,24.82,281.0
H076,2023-08-01,4,Daegu,High,,,0,,24.82,342.73
H077,2023-08-01,4,Daegu,Middle,2024-08-01,2024Q3,0,-12,24.82,346.43
H078,2023-08-01,3,Busan,Middle,,,0,,24.82,257.82
H079,2023-08-01,2,Busan,Middle,2024-03-01,2024Q1,0,-7,24.82,256.03
H080,2023-08-01,4,Seoul,Middle,2023-07-01,2023Q3,1,1,24.82,449.61
H081,2023-08-01,1,Daegu,Middle,2024-07-01,2024Q3,0,-11,24.82,324.1
H082,2023-08-01,3,Busan,Low,2023-09-01,2023Q3,0,-1,24.82,278.62
H083,2023-08-01,4,Gyeonggi,Middle,2024-11-01,2024Q4,0,-15,24.82,361.03
H084,2023-08-01,4,Gyeonggi,High,,,0,,24.82,427.6
H085,2023-08-01,5,Seoul,High,2023-03-01,2023Q1,1,5,24.82,461.37
H086,2023-08-01,4,Gyeonggi,Low,2022-08-01,2022Q3,1,12,24.82,415.95
H087,2023-08-01,2,Daegu,Low,,,0,,24.82,310.15
H088,2023-08-01,3,Seoul,High,2024-02-01,2024Q1,0,-6,24.82,329.51
H089,2023-08-01,4,Seoul,High,2022-04-01,2022Q2,1,16,24.82,425.95
H090,2023-08-01,1,Seoul,Middle,2024-05-01,2024Q2,0,-9,24.82,245.76
H091,2023-08-01,4,Gyeonggi,Middle,,,0,,24.82,371.74
H092,2023-08-01,2,Busan,Low,2023-10-01,2023Q4,0,-2,24.82,283.22
H093,2023-08-01,3,Daegu,Middle,,,0,,24.82,310.07
H094,2023-08-01,3,Seoul,Middle,2024-10-01,2024Q4,0,-14,24.82,274.79
H095,2023-08-01,4,Seoul,Middle,,,0,,24.82,334.78
H096,2023-08-01,2,Daegu,High,2023-11-01,2023Q4,0,-3,24.82,329.61
H097,2023-08-01,4,Daegu,Middle,,,0,,24.82,337.09
H098,2023-08-01,2,Daegu,Middle,,,0,,24.82,318.38
H099,2023-08-01,3,Busan,High,,,0,,24.82,397.45
H100,2023-08-01,2,Daegu,Middle,,,0,,24.82,266.52
H101,2023-08-01,2,Daegu,High,,,0,,24.82,351.44
H102,2023-08-01,2,Busan,Middle,,,0,,24.82,325.45
H103,2023-08-01,2,Gyeonggi,Middle,,,0,,24.82,249.3
H104,2023-08-01,3,Daegu,Middle,2023-04-01,2023Q2,1,4,24.82,401.91
H105,2023-08-01,3,Gyeonggi,Middle,,,0,,24.82,289.9
H106,2023-08-01,3,Busan,Middle,,,0,,24.82,302.34
H107,2023-08-01,2,Gyeonggi,Low,,,0,,24.82,284.81
H108,2023-08-01,4,Gyeonggi,Low,,,0,,24.82,347.23
H109,2023-08-01,2,Busan,High,2023-01-01,2023Q1,1,7,24.82,400.45
H110,2023-08-01,4,Gyeonggi,Low,,,0,,24.82,306.65
H111,2023-08-01,3,Gyeonggi,Middle,2023-08-01,2023Q3,1,0,24.82,428.69
H112,2023-08-01,3,Busan,Low,2023-02-01,2023Q1,1,6,24.82,400.56
H113,2023-08-01,4,Daegu,Middle,2024-05-01,2024Q2,0,-9,24.82,305.18
H114,2023-08-01,1,Gyeonggi,Low,,,0,,24.82,268.64
H115,2023-08-01,3,Gyeonggi,High,2024-07-01,2024Q3,0,-11,24.82,287.14
H116,2023-08-01,2,Seoul,Middle,,,0,,24.82,288.56
H117,2023-08-01,5,Gyeonggi,Middle,2024-02-01,2024Q1,0,-6,24.82,392.25
H118,2023-08-01,2,Daegu,Middle,,,0,,24.82,317.65
H119,2023-08-01,2,Gyeonggi,Low,2022-05-01,2022Q2,1,15,24.82,357.28
H120,2023-08-01,4,Gyeonggi,Middle,,,0,,24.82,412.83
H001,2023-09-01,3,Seoul,Middle,2024-09-01,2024Q3,0,-12,26.14,388.28
H002,2023-09-01,1,Daegu,Low,2022-09-01,2022Q3,1,12,26.14,330.1
H003,2023-09-01,3,Gyeonggi,Middle,,,0,,26.14,319.52
H004,2023-09-01,2,Seoul,High,2023-06-01,2023Q2,1,3,26.14,331.33
H005,2023-09-01,2,Gyeonggi,High,2023-10-01,2023Q4,0,-1,26.14,371.52
H006,2023-09-01,2,Seoul,Middle,,,0,,26.14,285.44
H007,2023-09-01,5,Daegu,Low,,,0,,26.14,370.93
H008,2023-09-01,2,Gyeonggi,Middle,2022-05-01,2022Q2,1,16,26.14,415.09
H009,2023-09-01,5,Gyeonggi,High,,,0,,26.14,349.58
H010,2023-09-01,2,Busan,Low,2024-11-01,2024Q4,0,-14,26.14,280.17
H011,2023-09-01,1,Gyeonggi,Middle,2024-12-01,2024Q4,0,-15,26.14,230.9
H012,2023-09-01,3,Busan,High,,,0,,26.14,333.73
H013,2023-09-01,2,Seoul,High,,,0,,26.14,292.54
H014,2023-09-01,3,Busan,Low,,,0,,26.14,306.73
H015,2023-09-01,4,Daegu,Low,,,0,,26.14,299.32
H016,2023-09-01,4,Daegu,High,2022-03-01,2022Q1,1,18,26.14,477.39
H017,2023-09-01,3,Seoul,High,2024-07-01,2024Q3,0,-10,26.14,403.01
H018,2023-09-01,3,Daegu,Middle,,,0,,26.14,280.04
H019,2023-09-01,3,Seoul,Middle,,,0,,26.14,357.81
H020,2023-09-01,4,Busan,Low,,,0,,26.14,344.59
H021,2023-09-01,3,Busan,High,2024-05-01,2024Q2,0,-8,26.14,258.83
H022,2023-09-01,4,Gyeonggi,Low,,,0,,26.14,286.59
H023,2023-09-01,3,Seoul,Middle,2023-04-01,2023Q2,1,5,26.14,369.0
H024,2023-09-01,1,Seoul,Low,,,0,,26.14,270.69
H025,2023-09-01,1,Gyeonggi,Low,2024-07-01,2024Q3,0,-10,26.14,224.29
H026,2023-09-01,5,Gyeonggi,Middle,2024-11-01,2024Q4,0,-14,26.14,373.6
H027,2023-09-01,2,Daegu,Low,,,0,,26.14,293.91
H028,2023-09-01,2,Gyeonggi,Low,,,0,,26.14,303.42
H029,2023-09-01,1,Seoul,High,2024-08-01,2024Q3,0,-11,26.14,279.0
H030,2023-09-01,2,Gyeonggi,Middle,,,0,,26.14,300.12
H031,2023-09-01,3,Gyeonggi,High,2023-06-01,2023Q2,1,3,26.14,385.72
H032,2023-09-01,3,Daegu,High,2024-11-01,2024Q4,0,-14,26.14,312.27
H033,2023-09-01,1,Daegu,Middle,2024-08-01,2024Q3,0,-11,26.14,289.98
H034,2023-09-01,1,Gyeonggi,Low,2022-08-01,2022Q3,1,13,26.14,283.58
H035,2023-09-01,4,Seoul,Low,,,0,,26.14,356.45
H036,2023-09-01,5,Gyeonggi,Low,,,0,,26.14,368.16
H037,2023-09-01,2,Daegu,High,2023-05-01,2023Q2,1,4,26.14,387.63
H038,2023-09-01,3,Daegu,Low,2022-10-01,2022Q4,1,11,26.14,386.46
H039,2023-09-01,4,Seoul,Middle,,,0,,26.14,381.2
H040,2023-09-01,4,Gyeonggi,Low,,,0,,26.14,325.56
H041,2023-09-01,4,Seoul,Middle,2024-04-01,2024Q2,0,-7,26.14,359.8
H042,2023-09-01,3,Seoul,Middle,2024-10-01,2024Q4,0,-13,26.14,305.9
H043,2023-09-01,3,Busan,Low,2024-11-01,2024Q4,0,-14,26.14,336.73
H044,2023-09-01,2,Busan,High,,,0,,26.14,301.03
H045,2023-09-01,1,Seoul,Low,,,0,,26.14,266.79
H046,2023-09-01,4,Gyeonggi,Middle,2024-12-01,2024Q4,0,-15,26.14,397.39
H047,2023-09-01,2,Seoul,Middle,2022-05-01,2022Q2,1,16,26.14,312.71
H048,2023-09-01,1,Seoul,Middle,2023-10-01,2023Q4,0,-1,26.14,235.41
H049,2023-09-01,2,Busan,Low,,,0,,26.14,215.14
H050,2023-09-01,4,Seoul,Low,,,0,,26.14,341.62
H051,2023-09-01,2,Seoul,Middle,2023-09-01,2023Q3,1,0,26.14,441.13
H052,2023-09-01,4,Seoul,Low,,,0,,26.14,366.96
H053,2023-09-01,3,Gyeonggi,Middle,2022-01-01,2022Q1,1,20,26.14,396.52
H054,2023-09-01,2,Seoul,High,2022-11-01,2022Q4,1,10,26.14,396.52
H055,2023-09-01,1,Daegu,High,2022-03-01,2022Q1,1,18,26.14,349.13
H056,2023-09-01,4,Seoul,Low,,,0,,26.14,271.31
H057,2023-09-01,4,Daegu,High,2024-02-01,2024Q1,0,-5,26.14,421.91
H058,2023-09-01,2,Seoul,High,2023-06-01,2023Q2,1,3,26.14,343.82
H059,2023-09-01,2,Gyeonggi,Low,2022-05-01,2022Q2,1,16,26.14,356.64
H060,2023-09-01,2,Daegu,Middle,,,0,,26.14,304.55
H061,2023-09-01,2,Seoul,Low,,,0,,26.14,305.33
H062,2023-09-01,2,Seoul,Middle,2023-07-01,2023Q3,1,2,26.14,334.9
H063,2023-09-01,3,Seoul,Middle,,,0,,26.14,336.77
H064,2023-09-01,1,Gyeonggi,Middle,2024-06-01,2024Q2,0,-9,26.14,212.99
H065,2023-09-01,3,Seoul,Middle,2023-12-01,2023Q4,0,-3,26.14,333.89
H066,2023-09-01,2,Gyeonggi,Low,,,0,,26.14,310.34
H067,2023-09-01,2,Gyeonggi,Middle,2023-04-01,2023Q2,1,5,26.14,349.81
H068,2023-09-01,3,Busan,Middle,,,0,,26.14,314.21
